,Kode,Uraian,Nilai_Jumlah,Nilai_Rupiah,Mutasi_Masuk,Mutasi_Keluar,Mutasi_Jumlah,Jumlah,Rupiah,Tahun,Prioritas,KMeans_Cluster
716,318,SBR 12 - 1000 mm linear rail guide + 4 pcs SBR12UU Bearing,0,0,3.0,0,3,3,3056940,2023,1,0
717,319,SBR 12 - 300 mm linear rail guide + 4 pcs SBR12UU Bearing,0,0,1.0,0,1,1,539460,2023,1,0
718,320,Sarung Tangan Kulit welding panjang,0,0,39.0,0,39,39,841542,2023,0,0
719,328,Gunting Plat Seng,5,0,0.0,0,0,5,231400,2023,1,0
720,329,Sarung tangan 20 KV Novax Electrical Gloves,0,0,5.0,0,5,5,3896100,2023,1,0
721,330,Sarung Tangan 1000 V Novax Electrical Glove,0,0,11.0,0,11,11,8571420,2023,0,0
722,331,Tool Box (Kenmaster H415 Dimensi 41x22x25 cm,0,0,19.0,0,19,19,1548842,2023,0,0
723,332,Baut + Mur M3 x 40 mm,0,0,99.0,0,99,99,59301,2023,0,0
724,333,Showa Freon R-22 @1000gr,0,0,11.0,0,11,11,1232957,2023,0,0
725,334,"Oli Pelumas Mesran, SAE 20 - 50 / 4ltr",0,0,4.0,0,4,4,215784,2023,1,0
726,335,Centrofix dia. ujung 4mm ; dia.shank 10mm ; pjg 87 mm,0,0,5.0,0,5,5,531200,2023,1,0
727,336,Resin 108,0,0,4.0,0,4,4,1534464,2023,1,0
728,337,"Carbide End Mills NACHI VG Mills Four Flutes, 3.0 x 6 S4, dia.: 3 mm, Overall Length : 44 mm, Length of Cut : 7.5 mm",0,0,7.0,0,7,7,2331000,2023,0,0
729,338,"Carbide End MillsNACHI VG Mills Four Flutes, 5.0 x 4 S4 , dia.: 5 mm, Overall Length : 50 mm, Length of Cut : 13 mm",0,0,3.0,0,3,3,1132200,2023,1,0
730,339,"Oli Pelumas WD-40, Kaleng 412ml",0,0,28.0,0,28,28,2641800,2023,0,0
731,340,"Carbide End Mills NACHI VG Mills Four Flutes, 6.0 x 4 S4 , dia.: 6 mm, Overall Length : 50 mm, Length of Cut : 13 mm",0,0,1.0,0,1,1,377400,2023,1,0
732,341,"Makita Ls1040 Aluminum Alloy Saw Blade 10 Inch X100tx25.4 Electric Saw Blade A-81614255 x 2.6 x 25,4 mm A-81614",0,0,1.0,0,1,1,2286600,2023,1,0
733,342,"Endmill Ballnose R3x6Dx50L 2 flute, HRC55 Carbide, Coating: TiAIN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,1298700,2023,0,0
734,343,"Batu Gerinda Hijau 8"" Norton39C120-KVK | 39C100-KVK | 39C80-KVK Size : 8"" Tebal : 1?",0,0,1.0,0,1,1,138750,2023,1,0
735,344,"End mill 2x4Dx50L4 flute, HRC65 Carbide, Coating: TICN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,1498500,2023,0,0
736,345,"End mill 3x4Dx50L4 flute, HRC65 Carbide, Coating: TICN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,1498500,2023,0,0
737,346,"Endmill Ballnose R2x4Dx50L2 flute, HRC55 Carbide, Coating: TiAIN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,949050,2023,0,0
738,347,Batu Gurinda Mangkok Kinik Straight Cup Pa 60kv6a Size 125x60x16-Batu Gerinda Asah Hs,0,0,1.0,0,1,1,356310,2023,1,0
739,348,"PegasTamaka Springs OD: 11,5mm Tebal Kawat: 1,5mm Panjang Total: 70mm (7cm) Panjang Badan:",0,0,2.0,0,2,2,577200,2023,1,0
740,170,Pensil 2B,0,0,576.0,199,377,377,502164,2023,0,2
741,1,"Bolpoint BPTP G1 0,7 Gel Biru",0,0,288.0,251,37,37,275169,2023,1,2
742,2,Spidol Permanent Hijau,120,0,0.0,12,-12,108,516780,2023,0,0
743,15,Bolpoint Boxy,0,0,144.0,134,10,10,127650,2023,1,0
744,17,Bolpoint BPTP G1 0.7 Gel Hitam,17,0,432.0,400,32,49,364413,2023,1,2
745,18,Bolpoint Jeller   Faster CX 606 Biru,12,0,626.0,571,55,67,118992,2023,1,2
746,19,Bolpoint Jeller   Faster CX 606 Hitam,123,0,770.0,860,-90,33,58608,2023,1,1
747,20,Bolpoint Jeller   Faster CX 606 Merah,51,0,0.0,38,-38,13,32175,2023,1,0
748,71,Isi Bolpoint Pentel Biru,0,0,20.0,0,20,20,384000,2023,0,0
749,169,Spidol Kecil Hijau,95,0,0.0,14,-14,81,98010,2023,0,0
750,171,Spidol Kecil Biru,41,0,0.0,25,-25,16,19360,2023,1,0
751,173,Spidol Kecil Merah,74,0,0.0,24,-24,50,60500,2023,0,0
752,174,Spidol Permanent Biru,41,0,60.0,23,37,78,392490,2023,0,0
753,175,Spidol Permanent Hitam,87,0,60.0,92,-32,55,280830,2023,1,0
754,176,Spidol Permanent Merah,119,0,0.0,12,-12,107,511995,2023,0,0
755,177,Spidol Transparant OHP F,15,0,0.0,9,-9,6,47520,2023,1,0
756,178,Spidol Transparant OHP M,53,0,0.0,4,-4,49,388080,2023,0,0
757,179,Spidol White Board Biru,115,0,290.0,356,-66,49,380730,2023,1,2
758,180,Spidol White Board Hijau,80,0,290.0,200,90,170,1811520,2023,1,2
759,181,Spidol White Board Hitam,45,0,460.0,463,-3,42,326340,2023,1,2
760,182,Spidol White Board Merah,84,0,290.0,279,11,95,718170,2023,1,2
761,183,Stabilo Boss,304,0,0.0,107,-107,197,1371711,2023,0,0
762,282,Tinta Stempel Biru,19,0,0.0,5,-5,14,323400,2023,0,0
763,293,Bolpoint Pentel Hitam,30,0,0.0,28,-28,2,165390,2023,1,0
764,294,Isi Bolpoint Pentel Hitam,0,0,20.0,0,20,20,384000,2023,0,0
765,588,Tinta Stempel Hitam,38,0,0.0,0,0,38,1254000,2023,0,0
766,591,Tinta Stempel Ungu,23,0,0.0,4,-4,19,438900,2023,0,0
767,55,Clip Paper Kecil No. 3,115,0,0.0,102,-102,13,23088,2023,1,0
768,56,Clip Paper Jumbo No. 5,232,0,0.0,37,-37,195,611325,2023,0,0
769,58,Clip Yus Binder No. 111,114,0,0.0,64,-64,50,220000,2023,1,0
770,59,Clip Yus Binder No. 155,206,0,0.0,37,-37,169,1022450,2023,0,0
771,60,Clip Yus Binder No. 200,27,0,0.0,18,-18,9,94050,2023,1,0
772,61,Clip Yus Binder No. 260,121,0,0.0,23,-23,98,1606220,2023,0,0
773,1,Cleaner liquid SPOTCHECK SKC-S,0,0,1.0,0,1,1,63270,2023,1,0
774,2,Penetrant liquid SPOTCHECK SKC-S,0,0,1.0,0,1,1,94350,2023,1,0
775,3,Developer liquid SPOTCHECK SKC-S,0,0,1.0,0,1,1,92019,2023,1,0
776,133,Tipp - Ex   Corection Pen,0,0,48.0,37,11,11,59829,2023,1,0
777,147,Penghapus Papan Tulis Kapur,224,0,0.0,13,-13,211,464200,2023,0,0
778,148,Penghapus Papan Tulis Spidol,63,0,0.0,59,-59,4,22644,2023,1,0
779,191,Setip Pensil,305,0,0.0,37,-37,268,442200,2023,0,0
780,23,Buku Agenda,63,0,0.0,3,-3,60,580800,2023,0,0
781,34,Buku Tulis Folio,62,0,0.0,47,-47,15,211200,2023,1,0
782,35,Buku Tulis Kwarto,60,0,0.0,35,-35,25,184250,2023,1,0
783,36,Buku Ekspedisi Panjang,40,0,0.0,4,-4,36,675180,2023,0,0
784,37,Buku Tamu,24,0,0.0,0,0,24,319440,2023,0,0
785,1,Stop Map Logo PENS,405,0,0.0,399,-399,6,36300,2023,1,2
786,2,Plastik File / PP Pocket A4,29,0,50.0,34,16,45,1438560,2023,0,0
787,3,Plastik File / PP Pocket F4,5,0,110.0,79,31,36,942168,2023,1,0
788,55,Map Ijazah,1739,0,1250.0,1884,-634,1105,26520000,2023,1,1
789,132,Map Transparant,36,0,1115.0,966,149,185,533910,2023,1,1
790,133,Map Transparant Kantong ( Clear Bag AC-06 ),530,0,100.0,284,-184,346,1221120,2023,0,2
791,137,Ordner Binder Bantex A4 1450,46,0,0.0,29,-29,17,514250,2023,1,0
792,138,Ordner Binder Bantex Folio 1465,7,0,315.0,273,42,49,1748805,2023,1,2
793,141,Ordner Folio Teka,145,0,0.0,30,-30,115,2087250,2023,0,0
794,215,Box File 1M - 1806 J,0,0,96.0,47,49,49,1724163,2023,1,0
795,271,Stop Map,477,0,0.0,132,-132,345,497835,2023,0,0
796,273,Map Transparan  Model L  Daiichi,216,0,1180.0,1298,-118,98,195804,2023,1,1
797,274,Clear Holder CD 40 Uk Folio,86,0,10.0,13,-3,83,1818291,2023,0,0
798,142,Penggaris Mika 20 Cm,41,0,0.0,2,-2,39,128700,2023,0,0
799,143,Penggaris Mika 30 Cm,109,0,0.0,8,-8,101,246642,2023,0,0
800,144,Penggaris Mika 50 Cm,62,0,0.0,1,-1,61,268400,2023,0,0
801,145,Penggaris Mika 60 Cm,121,0,0.0,0,0,121,665500,2023,0,0
802,146,Penggaris Plat 30 Cm,113,0,0.0,19,-19,94,239982,2023,0,0
803,147,Penggaris Plat 60 Cm,117,0,0.0,19,-19,98,739704,2023,0,0
804,62,Cutter Besar ( L-500 ),48,0,0.0,47,-47,1,14874,2023,1,0
805,63,Cutter Kecil ( A-300 ),2,0,36.0,35,1,3,17316,2023,1,0
806,65,Dispenser Tape Cutter Kecil,50,0,0.0,10,-10,40,748000,2023,0,0
807,69,Gunting Besar,103,0,0.0,71,-71,32,333888,2023,1,0
808,70,Gunting Kecil,68,0,24.0,90,-66,2,14652,2023,1,0
809,150,Perverator No. 40,23,0,0.0,1,-1,22,682440,2023,0,0
810,151,Perverator No. 85,18,0,0.0,4,-4,14,600600,2023,0,0
811,172,Ongotan Pensil,8,0,24.0,14,10,18,1494504,2023,1,0
812,14,Lem Stick Bantex Besar,12,0,0.0,7,-7,5,72875,2023,1,0
813,114,Lagban OPP Coklat,1,0,15.0,1,14,15,208125,2023,0,0
814,115,Lagban OPP Transparant,71,0,0.0,68,-68,3,41625,2023,1,0
815,116,Lagban Double Tape 1 Cm,93,0,0.0,55,-55,38,158840,2023,1,0
816,117,Lagban Double Tape 2 Cm,63,0,0.0,48,-48,15,127050,2023,1,0
817,118,"Lagban Linier 1,5 inci",97,0,0.0,85,-85,12,118800,2023,1,0
818,119,Lagban Linier 2 inci,91,0,0.0,74,-74,17,254745,2023,1,0
819,121,Lem Castol,113,0,0.0,36,-36,77,482867,2023,0,0
820,123,Lem Kertas Cair,23,0,0.0,11,-11,12,49500,2023,1,0
821,192,Cellotape Besar 1 2,50,0,0.0,48,-48,2,6326,2023,1,0
822,193,Cellotape Besar 1,25,0,15.0,39,-24,1,6993,2023,1,0
823,195,Lem Stick UHU Besar,42,0,0.0,41,-41,1,30250,2023,1,0
824,196,Post It Notes Kecil,41,0,20.0,59,-39,2,12210,2023,1,0
825,199,Cellotape Kecil 1 2,68,0,15.0,79,-64,4,5328,2023,1,0
826,200,Post it kecil warna warni,150,0,0.0,126,-126,24,132000,2023,1,0
827,212,Lem Stick UHU Kecil,38,0,0.0,35,-35,3,31680,2023,1,0
828,219,Scotch Magic Tape,25,0,0.0,1,-1,24,990000,2023,0,0
829,76,Isi Staples 12L   13,70,0,0.0,0,0,70,1123500,2023,0,0
830,77,Isi Staples 12L   15,121,0,0.0,0,0,121,2136255,2023,0,0
831,78,Isi Staples 12L   17,108,0,0.0,0,0,108,2022300,2023,0,0
832,79,Isi Staples Besar HD3 - 1M,35,0,60.0,20,40,75,161130,2023,0,0
833,80,Isi Staples Kecil HD10 - 1M,2933,0,0.0,319,-319,2614,5149580,2023,0,0
834,184,Remover Max RZ - A,71,0,0.0,3,-3,68,1858780,2023,0,0
835,185,Stapler Besar HD  - 50,34,0,0.0,13,-13,21,1386000,2023,0,0
836,186,Stapler Kecil HD - 10,75,0,0.0,72,-72,3,48951,2023,1,0
837,2,Tempat CD Tabung,54,0,0.0,2,-2,52,986700,2023,0,0
838,3,Stcker Label Nama No 127,35,0,25.0,58,-33,2,9990,2023,1,0
839,4,Kertas Stiker HVS A4,0,0,10.0,0,10,10,205350,2023,0,0
840,11,Bantalan Stempel Besar,8,0,0.0,0,0,8,433400,2023,0,0
841,12,Bantalan Stempel Kecil,6,0,0.0,5,-5,1,25850,2023,1,0
842,13,Bantalan Stempel Sedang,27,0,0.0,5,-5,22,750200,2023,0,0
843,81,Kalkulator 12 Digit,14,0,0.0,10,-10,4,492800,2023,1,0
844,158,Stempel Tanggal,5,0,0.0,3,-3,2,66000,2023,1,0
845,188,Sticker CD -R Blank,58,0,0.0,4,-4,54,831600,2023,0,0
846,189,Sticker Label Harga,67,0,0.0,18,-18,49,323400,2023,0,0
847,191,Tempat CD - R Blank,213,0,0.0,30,-30,183,442860,2023,0,0
848,192,Tempat Pensil,7,0,24.0,13,11,18,559440,2023,1,0
849,201,Letter Tray (rak dokumen susun),16,0,0.0,7,-7,9,940500,2023,1,0
850,228,Paku Jarum Pentol Papan Tulis,54,0,0.0,10,-10,44,169400,2023,0,0
851,1,Kertas SK PENS,13,0,0.0,0,0,13,1644500,2023,0,0
852,2,Kertas HVS F4 Warna Biru,10,0,0.0,3,-3,7,404250,2023,1,0
853,3,Kertas HVS F4 Warna Kuning,12,0,0.0,1,-1,11,635250,2023,0,0
854,4,Kertas HVS F4 Warna Merah,9,0,0.0,2,-2,7,404250,2023,1,0
855,5,Kertas HVS F4 Warna Hijau,12,0,0.0,2,-2,10,577500,2023,0,0
856,6,Kertas SK PENS F4,7,0,0.0,0,0,7,985600,2023,0,0
857,93,Kertas A3 70 Gr. ( D.F. Polos ),107,0,0.0,20,-20,87,7321050,2023,0,0
858,96,Kertas A4 80 Gr.,0,0,180.0,150,30,30,1711620,2023,1,0
859,100,Kertas HVS D.F. Bergaris,147,0,0.0,15,-15,132,11616000,2023,0,0
860,101,Kertas HVS F4 70 Gr. ( Folio ),35,0,60.0,81,-21,14,795648,2023,1,0
861,103,Kertas HVS Warna Hijau,22,0,0.0,6,-6,16,915200,2023,0,0
862,105,Kertas HVS Warna Merah,67,0,0.0,3,-3,64,3660800,2023,0,0
863,106,Kertas HVS Warna Merah Muda,61,0,0.0,0,0,61,2339960,2023,0,0
864,2,"Art Paper 75gr Art paper white 85 90gr, potong A3+",0,0,4.0,0,4,4,479520,2023,1,0
865,4,Lyra Sketch Book A3 (isi 30),0,0,1.0,0,1,1,14374,2023,1,0
866,5,Pembatas Kertas Besi,36,0,0.0,19,-19,17,467500,2023,1,0
867,286,Blangko Ijasah Kemdikbud Ristek,0,0,1399.0,0,1399,1399,43480920,2023,0,2
868,287,Blangko Transkrip Kemdikbut Ristek,0,0,1399.0,0,1399,1399,38822250,2023,0,2
869,289,"Blangko Ijasah, Ukuran 297 x 210 mm, Landscape Kertas 230 gram m2, warna broken white",4312,0,0.0,1436,-1436,2876,85148300,2023,0,1
870,290,"Blangko Transkrip Nilai, Ukuran 297 x 210 mm, Landscape Kertas 125 gram m2, warna broken white",4502,0,0.0,1788,-1788,2714,69009200,2023,0,1
871,291,Blanko SKPI,0,0,5.0,0,5,5,1400000,2023,1,0
872,85,Kaver Bufalo Hijau,4,0,5.0,6,-1,3,89910,2023,1,0
873,86,Kaver Bufalo Kuning,3,0,5.0,5,0,3,89910,2023,1,0
874,87,Kaver Bufalo Merah,3,0,5.0,1,4,7,204850,2023,0,0
875,88,Kaver Bufalo Merah Muda,7,0,0.0,0,0,7,192500,2023,0,0
876,89,Kaver Bufalo Orange,4,0,5.0,5,0,4,119880,2023,1,0
877,90,Kaver Bufalo Ungu,5,0,0.0,3,-3,2,49500,2023,1,0
878,91,Kaver Mika,0,0,24.0,5,19,19,776112,2023,0,0
879,92,Kaver Plastik Nanya 013 AS,0,0,4.0,0,4,4,1687200,2023,1,0
880,120,Laminating Folio,40,0,0.0,2,-2,38,3979360,2023,0,0
881,1,Amplop Kabinet Kecil Merpati Uk.70x110 mm,41,0,0.0,18,-18,23,182160,2023,1,0
882,2,Amplop Kabinet Panjang 90 (Merpati) bukaan atas uk.110x230mm,197,0,0.0,70,-70,127,2889885,2023,0,0
883,3,Amplop Kabinet Pendek 110  PPS + security Cuts uk.114x162mm,274,0,0.0,17,-17,257,3392400,2023,0,0
884,4,Amplop Kabinet Standart + Security Cuts 104 uk.95x152mm,157,0,0.0,21,-21,136,1944800,2023,0,0
885,5,Amplop Kasing Airmail 312,314,0,0.0,20,-20,294,102900,2023,0,0
886,7,Amplop Kasing Folio ( D ) uk.24x36 cm,42,0,0.0,1,-1,41,1804000,2023,0,0
887,9,Amplop Kasing Kecil ( B ) uk.12x28 cm,23,0,0.0,3,-3,20,880000,2023,0,0
888,10,Amplop Kasing Kwarto ( C ) uk.18x28 cm,1825,0,0.0,0,0,1825,965425,2023,0,0
889,18,Amplop Kasing Ukuran Ekstra Folio,129,0,0.0,5,-5,124,5115000,2023,0,0
890,19,Amplop Kop PENS Panjang Putih,44,0,0.0,26,-26,18,2397600,2023,1,0
891,20,Amplop Kop PENS F4,98,0,0.0,7,-7,91,13928000,2023,0,0
892,21,Amplop Kop PENS A4,92,0,0.0,8,-8,84,12624000,2023,0,0
893,22,Amplop Kop PENS Kwarto uk 180x208 mm,14,0,0.0,0,0,14,1424500,2023,0,0
894,23,Amplop Kop PENS Extra Folio,67,0,0.0,3,-3,64,10039700,2023,0,0
895,24,Amplop KOP PENS 1 2 Folio,25,0,0.0,0,0,25,3245000,2023,0,0
896,1,Kertas Kop A4 PENS 80gsm,43,0,0.0,5,-5,38,5483400,2023,0,0
897,2,Kertas Kop F4 PENS 80gsm,57,0,0.0,9,-9,48,7459200,2023,0,0
898,99,Kertas Fax 210 X 30,81,0,0.0,3,-3,78,1455636,2023,0,0
899,114,Kertas Warna Conqueror,280,0,10.0,220,-210,70,274800,2023,1,0
900,213,Master Riso S-4247,17,0,0.0,4,-4,13,15730000,2023,0,0
901,228,Tinta Spidol Permanent Biru,18,0,0.0,0,0,18,108000,2023,0,0
902,229,Tinta Spidol Permanent Hitam,6,0,0.0,0,0,6,36000,2023,0,0
903,231,Tinta Spidol White Board Biru,20,0,0.0,18,-18,2,31460,2023,1,0
904,232,Tinta Spidol White Board Hijau,24,0,0.0,15,-15,9,141570,2023,1,0
905,234,Tinta Spidol White Board Merah,20,0,0.0,16,-16,4,62920,2023,1,0
906,235,Master Riso S-2632,14,0,0.0,4,-4,10,11000000,2023,0,0
907,236,Tinta Riso S-4841,6,0,0.0,3,-3,3,1567500,2023,1,0
908,237,Tinta Riso S-4251,11,0,0.0,3,-3,8,4400000,2023,1,0
909,2,Tinta INKTEC BROTHER  Black,1,0,0.0,0,0,1,247500,2023,1,0
910,3,Tinta INKTEC BROTHER Cyan,1,0,0.0,0,0,1,247500,2023,1,0
911,4,Tinta INKTEC BROTHER Magenta,1,0,0.0,0,0,1,247500,2023,1,0
912,5,Tinta INKTEC BROTHER Yellow,1,0,0.0,0,0,1,247500,2023,1,0
913,6,Toner Laserjet HP CF 400A,8,0,0.0,0,0,8,8140000,2023,0,0
914,7,Toner Laserjet HP CF 401A,8,0,0.0,0,0,8,8140000,2023,0,0
915,8,Toner Laserjet HP CE/F 402A,8,0,0.0,0,0,8,8140000,2023,0,0
916,9,Toner Laserjet HP CF 403A,8,0,0.0,0,0,8,8140000,2023,0,0
917,10,Toner Laserjet HP W2120A Black,0,0,7.0,4,3,3,9823500,2023,1,0
918,11,Toner Laserjet HP W2121A Cyan,1,0,5.0,1,4,5,20091000,2023,1,0
919,12,Toner Laserjet HP W2122A Kuning,1,0,5.0,1,4,5,20091000,2023,1,0
920,13,Toner Laserjet HP W2123A Magenta,1,0,5.0,1,4,5,20091000,2023,1,0
921,14,Toner Laserjet HP W2040A Black,2,0,6.0,4,2,4,5994000,2023,1,0
922,15,Toner Laserjet HP W2041A Cyan,2,0,4.0,1,3,5,8802300,2023,1,0
923,16,Toner Laserjet HP W2042A Yellow,2,0,4.0,2,2,4,7636800,2023,1,0
924,17,Toner Laserjet HP W2043A Magenta,2,0,4.0,1,3,5,8802300,2023,1,0
925,18,Toner Fotocopy NPG 68 Black,5,0,0.0,3,-3,2,3996000,2023,1,0
926,19,Tinta Epson T-143 All Colour(ULP),0,0,12.0,0,12,12,2144520,2023,0,0
927,20,Tinta Epson T-143 Black (ULP),0,0,7.0,0,7,7,1616160,2023,0,0
928,73,Cartridge Canon PGI-820 Black,5,0,0.0,0,0,5,797500,2023,1,0
929,74,Cartridge Canon PGI-821 Black,5,0,0.0,0,0,5,742500,2023,1,0
930,78,Cartridge Canon CLI-821 Black,2,0,0.0,0,0,2,308000,2023,1,0
931,200,Cartridge Epson TO 851N Black,3,0,3.0,3,0,3,372960,2023,1,0
932,201,Cartridge Epson To 852N  Cyan,4,0,0.0,2,-2,2,242424,2023,1,0
933,202,Cartridge Epson TO 853N  Magenta,4,0,0.0,2,-2,2,242424,2023,1,0
934,203,cartridge Epson TO 854N Yellow,4,0,0.0,2,-2,2,242424,2023,1,0
935,204,Cartridge Epson TO 855N Light Cyan,4,0,1.0,2,-1,3,366744,2023,1,0
936,205,Cartridge Epson TO 856N Light Magenta,4,0,0.0,2,-2,2,242424,2023,1,0
937,320,Toner Laserjet HP CB435A   P1006,4,0,27.0,25,2,6,4329000,2023,1,0
938,321,Toner Laserjet HP Q7553A,9,0,0.0,0,0,9,8167500,2023,0,0
939,322,Toner Laserjet HP Q2612A,8,0,10.0,11,-1,7,5050500,2023,1,0
940,330,Toner Cartridge panasonic KX-FA 83,8,0,0.0,0,0,8,880000,2023,0,0
941,385,Toner Fotocopy Canon NPG - 25,18,0,0.0,4,-4,14,17193330,2023,0,0
942,387,Toner Fotocopy Canon NPG - 32,27,0,0.0,4,-4,23,19639125,2023,0,0
943,409,Tinta Photo Ink Epson Yellow,1,0,0.0,0,0,1,73260,2023,1,0
944,411,Tinta Photo Ink Epson Cyan,2,0,0.0,0,0,2,146520,2023,1,0
945,412,Tinta Photo Ink Epson Light Magenta,5,0,0.0,0,0,5,366300,2023,1,0
946,413,Tinta Photo Ink Epson Light Cyan,9,0,0.0,0,0,9,659340,2023,0,0
947,417,Toner Cartridge HP Laserjet CB 436A ( Black),19,0,0.0,0,0,19,13585000,2023,0,0
948,418,Tinta Refill Platinum Cyan 100ml,3,0,0.0,1,-1,2,91300,2023,1,0
949,419,Tinta Refill Platinum Light Cyan 100ml,8,0,0.0,0,0,8,365200,2023,0,0
950,420,Tinta Refill Platinum Magenta 100ml,3,0,0.0,1,-1,2,91300,2023,1,0
951,421,Tinta Refill Platinum Black 100ml,10,0,0.0,1,-1,9,346500,2023,0,0
952,422,Tinta Refill Platinum Light Magenta 100ml,5,0,0.0,0,0,5,228250,2023,1,0
953,423,Tinta Refill Platinum Yellow 100ml,2,0,0.0,1,-1,1,45650,2023,1,0
954,428,Toner Laserjet HP CE 278A,10,0,0.0,1,-1,9,7485000,2023,0,0
955,429,HP Toner CE 320A Black,0,0,5.0,3,2,2,1443000,2023,1,0
956,430,HP Toner CE 321A Cyan,0,0,5.0,2,3,3,2164500,2023,1,0
957,431,HP Toner CE 322A Yellow,0,0,5.0,1,4,4,2886000,2023,1,0
958,432,HP Toner CE 323A Magenta,0,0,5.0,3,2,2,1443000,2023,1,0
959,444,Toner Laserjet HP CC 530A Black,1,0,0.0,0,0,1,1089000,2023,1,0
960,445,Toner Laserjet HP CC 531A Blue,1,0,0.0,0,0,1,1089000,2023,1,0
961,446,Toner Laserjet HP CC 532A Yellow,1,0,0.0,0,0,1,1089000,2023,1,0
962,447,Toner Laserjet HP CC 533A Red,1,0,0.0,0,0,1,1089000,2023,1,0
963,448,Tinta Epson T6641 BK (Black),0,0,110.0,72,38,38,3479850,2023,1,0
964,449,Tinta Epson T6642 C (Cyan),58,0,0.0,43,-43,15,1373625,2023,1,0
965,450,Tinta Epson T6643 M (Magenta),59,0,0.0,42,-42,17,1556775,2023,1,0
966,451,Tinta Epson T6644 Y (Yellow),60,0,4.0,40,-36,24,2208900,2023,1,0
967,452,Cartridge Canon Pixma PG 810 (Hitam),0,0,10.0,5,5,5,1308135,2023,1,0
968,453,Cartridge Canon Pixma CL 811 (Colour),0,0,9.0,3,6,6,1980240,2023,1,0
969,462,Cartridge HP 950XL Black,10,0,0.0,7,-7,3,1303500,2023,1,0
970,466,Toner HP Laserjet CE310A Black,2,0,5.0,2,3,5,3996000,2023,1,0
971,468,Toner HP Laserset CE 311A Cyan,4,0,0.0,2,-2,2,1122000,2023,1,0
972,469,Toner HP Laserjet CE312A Yellow,6,0,0.0,2,-2,4,2244000,2023,1,0
973,470,Toner HP Laserjet CE313A Magenta,5,0,0.0,2,-2,3,1650000,2023,1,0
974,472,Cartridge HP Officejet C4936A Black,25,0,0.0,0,0,25,5692500,2023,0,0
975,473,Cartrigde HP Officejet C4937A Cyan,14,0,0.0,0,0,14,2379300,2023,0,0
976,474,Cartridge HP Officejet C4938A Magenta,14,0,0.0,0,0,14,2379300,2023,0,0
977,475,Cartridge HP Officejet C4939A Yellow,14,0,0.0,0,0,14,2379300,2023,0,0
978,477,Tinta Epson T 6732 Cyan,10,0,0.0,0,0,10,1485000,2023,0,0
979,478,Tinta Epson T 6733 Magenta,10,0,0.0,0,0,10,1485000,2023,0,0
980,479,Tinta Epson T 6734 Yellow,12,0,0.0,0,0,12,1782000,2023,0,0
981,480,Tinta Epson T 6735 Light Cyan,13,0,0.0,0,0,13,1930500,2023,0,0
982,481,Tinta Epson T 6736 Light Magenta,14,0,0.0,0,0,14,2079000,2023,0,0
983,485,Cartridge HP 704 Black CN 692AA,4,0,0.0,2,-2,2,270600,2023,1,0
984,489,Toner Laserjet  HP CE 410A (Black),14,0,0.0,1,-1,13,11797500,2023,0,0
985,490,Toner Laserjet HP CE 411A (Cyan),5,0,0.0,1,-1,4,3630000,2023,1,0
986,491,Toner Laserjet HP CE 412A ( Yellow),5,0,0.0,1,-1,4,2860000,2023,1,0
987,492,Toner Laserjet HP CE 413A (Magenta),9,0,0.0,1,-1,8,7260000,2023,0,0
988,494,K-Sun Labeling Tape Cartrigde Black ink Green tape 24mm  224 BG,1,0,0.0,0,0,1,687500,2023,1,0
989,495,K-Sun Labeling Tape Cartridge  Blank Ink Red  tape  24mm 224 BR,1,0,0.0,0,0,1,687500,2023,1,0
990,498,K-Sun Shrink Tube Cartridge AWG 12-18 Black White 205 STBW,1,0,0.0,0,0,1,797500,2023,1,0
991,499,K-Sun Shrink Tube Cartridge AWG 10-16 Black White 208 STBW,1,0,0.0,0,0,1,797500,2023,1,0
992,500,Toner Panasonic KX-FAT 410E,8,0,0.0,2,-2,6,6270000,2023,1,0
993,508,Cartridge HP 46 Black,2,0,0.0,0,0,2,235400,2023,1,0
994,509,Cartridge HP 46 Three Colour,3,0,0.0,0,0,3,353100,2023,1,0
995,518,Cartridge HP 920XL Black,17,0,0.0,14,-14,3,894300,2023,1,0
996,519,Cartridge HP 920XL Cyan,13,0,0.0,8,-8,5,737000,2023,1,0
997,520,Cartridge HP 920XL Magenta,13,0,0.0,6,-6,7,1031800,2023,1,0
998,521,Cartridge HP 920XL Yellow,13,0,0.0,6,-6,7,1031800,2023,1,0
999,522,Cartridge HP 802 Hitam,9,0,0.0,6,-6,3,363000,2023,1,0
1000,555,Toner Foto Copy Cannon NPG 28,9,0,0.0,3,-3,6,2874960,2023,1,0
1001,556,Toner Foto Copy Cannon NPG 51,8,0,0.0,5,-5,3,2970000,2023,1,0
1002,565,Toner Laserjet CF 350A Black,1,0,3.0,0,3,4,3490500,2023,1,0
1003,566,Toner Laserjet CF 351A Cyan,1,0,0.0,0,0,1,660000,2023,1,0
1004,568,Toner Laserjet CF 353A Magenta,1,0,0.0,0,0,1,660000,2023,1,0
1005,599,Cartridge Epson 143 Black,11,0,0.0,10,-10,1,222263,2023,1,0
